recipient,allocation_wei
0x377acD8d2CA2649987f3cF7d6F378b08E5A8fefB,1305361260090934427648
0xb10E0925562Fc1d2c7b7e81b7812b08BCD8398dE,1305361260090934427648
0x4643Bc38D3b833888D1BB16815a63f55461CC4f1,1305361260090934427648
0xc10B5D9dAB7622CD78cf1dA0e504e38e89ccf006,1305361260090934427648
0x787Ba99A4B0E97322A7E632fE655621195440186,1305361260090934427648
0x70Dd242d809e0d3e8B33f18790706673e9A27AD0,1305361260090934427648
0x293163Ec7841995Ded4EE5D7D0B8bE7F1d1c7a90,339393927623642841088
0xAA1869DA4F5302eE98A3053a4aE3f7ea156CDf87,339393927623642841088
0xE45FC3C7f1a22F11978910E8BDA10169163A73EE,339393927623642841088
0x21924cEda1843132ce3D5A041B147388D730f109,339393927623642841088
0xA2fA939fD8Fcb1becD13cdC9f9Bb63744FdDb3F7,339393927623642841088
0x1CfC4B71B5cD4d6d80CeeA8877fC114352f06E25,339393927623642841088
0x607348BD23701ECbf8cCd663d360f67ef19C1A77,339393927623642841088
0xbedaF9D158f4732001458819ba0fa0e045E04d6E,339393927623642841088
0x61236514a301EcAbB04Bf11C686BE043ff1cE71a,339393927623642841088
0xb979F0B16f843A16e1375ccE082a9eE0f7F4D09d,339393927623642841088
0x8910eDa1e848b090837fD0Abe4bB27F0075dE9d2,339393927623642841088
0xB13188412268eb43E58b291B2674621d8011CB6B,339393927623642841088
0x7A56f1f73Af0D37aEdD6866790B93a124b11fc3C,339393927623642841088
0x1e4A924db5B597bF388b8f58fe93FFb96aFc66E5,339393927623642841088
0x2021E6b2954A7896D28fC93a2FD3855990183aeE,339393927623642841088
0x039914e10beff3421cdd0824075f254c2d1f70dd,339393927623642841088
