recipient,allocation_wei
0x6Cc7192933c98D58c8D696Fb2F746fE767c964AB,30059569017094016073728
0xc6D62E9E57a9CA625d73fA29B41Aa13C421cB4Fd,30059569017094016073728
0x128c0bE81fC39146474ce1217E2DACBa2D5dEfe0,30059569017094016073728
0x4C15F24656E265BFfF0dFfe884F264311431689d,30059569017094016073728
0xF4C49302Eb6003c2B07BD7C564f3Ad1a4F575e56,30059569017094016073728
0x476d05865Af4390722348B726DDAdB3fa9513888,30059569017094016073728
0x74d9Cc5c868A1b27Eeb4440a5D9Dc621D7D93A06,7815487944444442836992
0xbbA584C608b9af24C94F950455E21894ebA8c850,7815487944444442836992
0x650977bF2C986c3FD6E1Cb214b3344EcF1f997dc,7815487944444442836992
0x6A294de9D641434961e9c4046ca2E1F92ec15B3c,7815487944444442836992
0x2Ae4d0D6EdEe05E597dCbfDD73bb5F0C6373C744,7815487944444442836992
0x2c472e5546cEe18CF18e104e09987c3D5b176EE7,7815487944444442836992
0x59A4715FA8bAF9f4169bfa475cA7e490B43bf054,7815487944444442836992
0xeC1de604Eb758FE1C50949268eCa9Ea0C50e2681,7815487944444442836992
0x0abb6cc32252cCAA15B488f9e35aa3884C084df4,7815487944444442836992
0x3C43ca4f65950110c5950FC51314278de80cC946,7815487944444442836992
0x4BFD30148894354aB73C49d3e45003e458b921F3,7815487944444442836992
0x05E32cF67862DbE6502D8709010957B64F3B850F,7815487944444442836992
0xB6060E30e34Ef0E6c1928f340ec7Fd477b2698C5,7815487944444442836992
0x8350dA4A8F444286c63c02E099675041A4e398b8,7815487944444442836992
0x2761bd71801e4F5F35b80649eE6f4376d03A21Da,7815487944444442836992
