recipient,allocation_wei
0xfA362f84C889892Ab4d4AAe178607A7CDca1D050,109477652140077792
0x3db75bAEA8432A458E8fda5EBD3110C19725DC67,109477652140077792
0xC8aAa54Eec348692C66917852371a2bC9FD9B1E4,109477652140077792
0x60E4b2DdCe57438d69e226550Bc78eF737CE8FA4,109477652140077792
0x8733bb2dfEAB677e9b82eb09997853A7d378cA90,109477652140077792
0xe7842649623EDBFe9465ef5C8Ae85EfAB7Cf512c,109477652140077792
0x967447bD6Dd113F06181d4a2F43A000Ef67dfEf0,109477652140077792
0x9673dEd60B5e15c03cCEA1f757F4e9281Aa63E23,109477652140077792
0x116Afd6f52fB81f08cF4B2f4Bd373f79A007F706,109477652140077792
0x894a644661BD0E30e745BBd6e4065ab8A4FFa20A,109477652140077792
0x7b3cC5C0a74CbD1dCc3ddA525d022b28AAc724Bd,109477652140077792
0x137264C28FcB9BabcF1575A199A72fa01127e405,109477652140077792
0x078FFE2B18564781632fE909987af9F3Ec63A4c4,109477652140077792
0x96766661E1F7beBF8955B18510E093f9024FaD7E,109477652140077792
0x69E9cbc2d6EcA621B68f19EA05A595aE3EF3B114,109477652140077792
0xFC865EbA511EaCDfb94634bAbF12BB793379f845,109477652140077792
0xC645DDA286843A8D9FE4103C02F8BbB41aE60f01,109477652140077792
0x472eb75E09039a62ACe80F366d2c6c276d3c6d85,109477652140077792
0x178c02eb09bdB851AC0112d387485cA747c28837,109477652140077792
0xad8C1fAc20e30065FD7E574052507dec23b9072e,109477652140077792
0xE041D5fF3aCC52c86D33d98f3CFC52912A5E4601,109477652140077792
0xeA20617187De7693cb9241C363CE5859198DCE90,109477652140077792
0x828aFf1785A1Bc07c6d9b795C5D92263d6F59042,109477652140077792
0xec98247C129BdC9B3B2Fa9F4d1aC37BE4DD81F43,109477652140077792
0xe0D56c8167a0A446669b9B775e2576e8dd212995,109477652140077792
0x148517bB432E751777535229c7084596591fb65B,109477652140077792
0x1dB13dBD3751Eccb99DFdBD150E13680FB4B82f3,109477652140077792
0x321514BDC2a84EA04047ecFe5E17d5467d3a0A6c,109477652140077792
0x52E5035dFec147ed7729f234a41900Ca6270312F,109477652140077792
0x720A4007fD5F34ce15cbe2C1021a846E848FF122,109477652140077792
0x54Dd2d04472F6931231845dD38EfFDd0977600e3,109477652140077792
0x52E5035dFec147ed7729f234a41900Ca6270312F,109477652140077792
0x6c323FC384e998c5c6Cb4d553B9D6C79d8236600,109477652140077792
0x45685485189882d42aE071BC3dE42A33E0B3f60d,109477652140077792
0x63C6389c1bE54A0aD43210aF799B9F848611c2B2,109477652140077792
0x3A0617efFdB2235024D856a12C14d8eF1765C165,109477652140077792
0x4763e3139C4FAe6a0f9cBd1F74b32301e92a64E6,109477652140077792
0xDE3f3C2129F836A15324dF20471d28AAbFB58Cc3,109477652140077792
0x76179F49Fc8E151e6d549680B56C094510b11a1D,109477652140077792
0x82fD53ECCD5AE3a06e586e016d9f7070556BA0dB,109477652140077792
0xef6B3B0aD767ba1D7914aBE40F28F00A86602486,109477652140077792
0x82c0C3462B57C2209C107506cEFA15c7E580201D,109477652140077792
0xA5D46C3C95c626C356Bf05328254E688d776Cb41,109477652140077792
0x02E536Fe44aCA3e6F1198a2655501E0A884F5f58,109477652140077792
0xf0d0d1c63AeEcC8A7D35bC44BD6FFac3FE4599eb,109477652140077792
0xD2f439295faa1A835346F17e41A9e3C2d3e0fa48,109477652140077792
0xe34986D21347DCEFaa9941F934bBcb7F8178e01f,109477652140077792
0x95B3d8308F96F5B62D3313A2263773c157713C98,109477652140077792
0x1500B181683Dd93b776c29C703feb87192cC4AfE,109477652140077792
0xb17673788A95FBac6B554433897A160860BC5e8E,109477652140077792
0x7a9099432d53B847c4D4fD93060FCD26cF10210C,109477652140077792
0x66785FC8A2E1508F6b054163fF13C456D1aa1bAd,109477652140077792
0x3cA42eFeC2f9b7446ef177888971A1337bb9EFBf,109477652140077792
0x82DFfCbAC7B88ef35FE366B4cF69fCED36B6F797,109477652140077792
0x507d1aedbf0E73c69cD0FD6A38E3634c19c7B627,109477652140077792
0x52E5035dFec147ed7729f234a41900Ca6270312F,109477652140077792
0x979cfC18134dadC0601969E620b4445C5Ac8d0b1,109477652140077792
0x5fc6564EC06Bb2865E8318561B0942b2d1FC00FD,109477652140077792
0xA9A72A724086175790C28e0486eCbc70b5CFD423,109477652140077792
0xd4002e2ACd3C982e9274Bbd52F008c7C7eF03c6B,109477652140077792
0xdfed82A490Df23d5efe6cfE38372259813781A61,109477652140077792
